date,hospital_id,total_visits,respiratory_visits,cardiac_visits,er_visits,urgent_care_visits,admissions,icu_admits,avg_wait_minutes,avg_los_hours,day_visits,night_visits,is_weekend
2019-01-23,PHX_ALL,110,77,33,78,32,22,3,70.61595610616078,6.893490370974418,70,40,0
2019-01-24,PHX_ALL,92,62,30,65,27,19,2,55.919003968222114,6.880779602010759,59,33,0
2019-01-25,PHX_ALL,103,64,39,72,31,20,2,79.12330440984339,7.383865802289222,62,41,0
2019-01-26,PHX_ALL,122,90,32,78,44,27,4,88.22222068158754,6.405875306551148,73,49,1
2019-01-27,PHX_ALL,107,63,44,78,29,21,3,66.83579789024351,5.951965674802322,68,39,1
2019-01-28,PHX_ALL,114,79,35,71,43,24,2,65.17079791699521,7.179252069361432,71,43,0
2019-01-29,PHX_ALL,102,71,31,62,40,19,2,64.2210003403707,8.06252076644239,59,43,0
2019-01-30,PHX_ALL,106,65,41,75,31,17,2,72.5178538201416,6.966862610070059,58,48,0
2019-01-31,PHX_ALL,102,73,29,68,34,19,2,75.8228532402441,6.521194802409287,61,41,0
2019-02-01,PHX_ALL,131,84,47,95,36,21,2,78.86389864690858,7.305314346762331,83,48,0
2019-02-02,PHX_ALL,121,80,41,80,41,23,2,72.11378566777415,7.4646575768546874,77,44,1
2019-02-03,PHX_ALL,108,72,36,68,40,20,2,79.38409416243543,7.306141037179897,70,38,1
2019-02-04,PHX_ALL,119,77,42,86,33,23,3,68.19730821558781,10.045521452206557,76,43,0
2019-02-05,PHX_ALL,95,66,29,65,30,14,2,71.74735470693525,8.45462062848732,58,37,0
2019-02-06,PHX_ALL,112,77,35,70,42,18,2,66.29549761318977,8.764774112281728,67,45,0
2019-02-07,PHX_ALL,86,48,38,61,25,16,2,64.24818366408714,8.38858036427338,54,32,0
2019-02-08,PHX_ALL,93,67,26,63,30,20,2,61.991499481676385,6.361179130665951,58,35,0
2019-02-09,PHX_ALL,124,70,54,86,38,22,3,71.75318253877751,6.757635385012762,75,49,1
2019-02-10,PHX_ALL,130,91,39,87,43,23,2,70.98090786030232,6.993129708465943,73,57,1
2019-02-11,PHX_ALL,111,78,33,80,31,22,2,79.05883224944556,9.054506133337838,71,40,0
2019-02-12,PHX_ALL,108,64,44,78,30,21,3,61.536591695131726,7.1128082111175095,64,44,0
2019-02-13,PHX_ALL,106,67,39,75,31,18,2,60.878141979610334,6.368643817760713,62,44,0
2019-02-14,PHX_ALL,91,54,37,56,35,16,2,79.26794852676088,6.889003799780188,56,35,0
2019-02-15,PHX_ALL,101,65,36,73,28,17,2,73.12278051723465,7.281394468285372,62,39,0
2019-02-16,PHX_ALL,116,74,42,81,35,25,2,50.719090410455706,8.088413273694563,66,50,1
2019-02-17,PHX_ALL,134,92,42,94,40,21,3,70.67793008631676,8.430951020712042,85,49,1
2019-02-18,PHX_ALL,113,81,32,74,39,20,2,54.40408529950357,6.931819436126491,65,48,0
2019-02-19,PHX_ALL,88,63,25,64,24,13,1,53.79447445267796,7.945656392513711,50,38,0
2019-02-20,PHX_ALL,113,70,43,80,33,19,2,43.79188267012769,7.120806466249841,67,46,0
2019-02-21,PHX_ALL,105,67,38,65,40,21,3,65.40408337844846,7.443723663294957,65,40,0
2019-02-22,PHX_ALL,101,57,44,67,34,17,2,56.16446544670951,8.206774070503355,65,36,0
2019-02-23,PHX_ALL,129,79,50,95,34,20,3,74.1792420543715,7.438178596055659,81,48,1
2019-02-24,PHX_ALL,134,94,40,81,53,25,4,62.199029928939794,7.610648576418862,86,48,1
2019-02-25,PHX_ALL,120,88,32,89,31,18,2,71.66329482537633,8.491668049693132,68,52,0
2019-02-26,PHX_ALL,99,58,41,69,30,15,2,61.38066977503738,6.622266823394981,55,44,0
2019-02-27,PHX_ALL,106,66,40,74,32,22,3,78.81562372150876,7.235207976395929,64,42,0
2019-02-28,PHX_ALL,113,73,40,72,41,23,3,80.19085489396501,8.315742178042893,65,48,0
2019-03-01,PHX_ALL,107,60,47,68,39,23,3,73.38276482408226,9.694092441435975,68,39,0
2019-03-02,PHX_ALL,102,52,50,76,26,21,3,62.9870897547103,8.145404504762746,63,39,1
2019-03-03,PHX_ALL,105,60,45,68,37,21,2,82.38304316208234,8.072639762990011,68,37,1
2019-03-04,PHX_ALL,82,43,39,59,23,13,2,47.17571777728143,7.670801583672731,47,35,0
2019-03-05,PHX_ALL,81,44,37,53,28,17,2,48.071530963490694,6.046809725932951,48,33,0
2019-03-06,PHX_ALL,105,61,44,65,40,22,2,65.82973520088748,7.715596738679908,63,42,0
2019-03-07,PHX_ALL,112,62,50,67,45,23,3,86.63230487136894,7.710233511663598,64,48,0
2019-03-08,PHX_ALL,94,50,44,64,30,17,2,61.5812887450393,7.701584540372756,57,37,0
2019-03-09,PHX_ALL,119,65,54,89,30,20,2,69.23403805432574,7.996508052475871,71,48,1
2019-03-10,PHX_ALL,112,61,51,73,39,23,2,57.06471715110552,8.119699677417113,67,45,1
2019-03-11,PHX_ALL,88,47,41,58,30,18,2,68.96743668216303,6.948532805100799,52,36,0
2019-03-12,PHX_ALL,100,54,46,65,35,22,3,72.62541003463483,7.558608917371792,55,45,0
2019-03-13,PHX_ALL,114,72,42,77,37,18,2,75.51260161119927,6.552171433943008,69,45,0
2019-03-14,PHX_ALL,95,55,40,63,32,16,2,58.466234617221104,7.080092721997087,55,40,0
2019-03-15,PHX_ALL,114,61,53,83,31,19,2,63.54634585301594,9.170833548176644,63,51,0
2019-03-16,PHX_ALL,76,44,32,51,25,16,2,47.45502199676024,7.3388083396282555,44,32,1
2019-03-17,PHX_ALL,117,62,55,79,38,19,2,70.77098001408746,7.819078962616923,68,49,1
2019-03-18,PHX_ALL,96,58,38,60,36,15,2,55.156741365771985,9.316123276254347,57,39,0
2019-03-19,PHX_ALL,92,52,40,69,23,20,2,53.180667958005685,5.979165021698921,52,40,0
2019-03-20,PHX_ALL,97,53,44,62,35,15,2,60.710474264714584,6.33054444455378,58,39,0
2019-03-21,PHX_ALL,72,41,31,44,28,15,2,52.68675059852627,8.652711411276272,45,27,0
2019-03-22,PHX_ALL,93,44,49,65,28,16,2,58.59617176942436,7.405960936048934,57,36,0
2019-03-23,PHX_ALL,112,55,57,77,35,23,2,72.33155677472209,7.497416963710206,71,41,1
2019-03-24,PHX_ALL,125,61,64,83,42,24,2,73.13238241720224,6.800795674904357,74,51,1
2019-03-25,PHX_ALL,89,50,39,59,30,19,2,59.39475175591106,7.727696266395012,54,35,0
2019-03-26,PHX_ALL,86,55,31,62,24,18,2,62.26410342649185,7.764459869527462,54,32,0
2019-03-27,PHX_ALL,89,59,30,56,33,13,1,53.767783671162945,6.185505639165104,53,36,0
2019-03-28,PHX_ALL,106,62,44,77,29,16,2,67.64222899127742,7.479724414449572,66,40,0
2019-03-29,PHX_ALL,99,57,42,69,30,17,2,65.90481994275707,7.144484167966934,59,40,0
2019-03-30,PHX_ALL,101,46,55,67,34,20,2,53.27562512514015,7.775977146418771,60,41,1
2019-03-31,PHX_ALL,114,60,54,76,38,24,3,77.16555003496289,6.660749757779357,71,43,1
2019-04-01,PHX_ALL,97,50,47,62,35,18,2,57.04853035818403,8.691947454513157,55,42,0
2019-04-02,PHX_ALL,107,56,51,76,31,21,3,67.82247839365148,8.555823781597605,62,45,0
2019-04-03,PHX_ALL,87,47,40,59,28,14,2,70.41529392428215,6.876824441267184,50,37,0
2019-04-04,PHX_ALL,92,48,44,60,32,19,3,70.00541406171095,7.1235812883616285,54,38,0
2019-04-05,PHX_ALL,91,41,50,63,28,20,2,62.57466710855068,7.183577849722385,52,39,0
2019-04-06,PHX_ALL,90,53,37,67,23,15,1,59.10000797694345,6.521691446993496,55,35,1
2019-04-07,PHX_ALL,111,55,56,74,37,20,2,75.88009526860453,7.276570581764965,70,41,1
2019-04-08,PHX_ALL,99,56,43,73,26,15,2,70.09755982246897,7.209729632325391,62,37,0
2019-04-09,PHX_ALL,96,63,33,63,33,18,2,58.85307983964696,9.032868370707128,56,40,0
2019-04-10,PHX_ALL,93,47,46,57,36,17,2,56.540850823986474,8.306618308330437,60,33,0
2019-04-11,PHX_ALL,79,33,46,50,29,13,2,42.121158546432014,8.014654707336623,48,31,0
2019-04-12,PHX_ALL,91,49,42,60,31,16,2,63.5322547334687,7.689925613004391,54,37,0
2019-04-13,PHX_ALL,103,62,41,65,38,18,2,65.23841803985282,6.442672991068766,65,38,1
2019-04-14,PHX_ALL,98,63,35,59,39,18,2,73.48953099714035,7.418508895422621,61,37,1
2019-04-15,PHX_ALL,94,46,48,69,25,18,2,66.07244074784293,8.35048845961338,59,35,0
2019-04-16,PHX_ALL,100,57,43,73,27,15,2,75.67383355338153,6.241735370632712,57,43,0
2019-04-17,PHX_ALL,118,62,56,84,34,24,3,64.82108617667063,8.496553206873264,70,48,0
2019-04-18,PHX_ALL,98,53,45,61,37,20,2,73.50520264774096,9.782609225262766,62,36,0
2019-04-19,PHX_ALL,99,68,31,61,38,17,2,60.46866896716276,8.541816645989732,59,40,0
2019-04-20,PHX_ALL,107,51,56,65,42,16,2,73.32076849433817,9.054029135561988,66,41,1
2019-04-21,PHX_ALL,85,48,37,60,25,17,2,48.82993285975445,7.418338750442161,52,33,1
2019-04-22,PHX_ALL,95,54,41,70,25,21,2,65.3810823949295,8.36793194876499,60,35,0
2019-04-23,PHX_ALL,96,58,38,64,32,16,2,47.92249646843272,6.702146785645964,56,40,0
2019-04-24,PHX_ALL,125,69,56,77,48,22,2,70.36290011246597,8.795863812341226,76,49,0
2019-04-25,PHX_ALL,93,53,40,63,30,15,2,66.42283195102331,8.014388134060763,52,41,0
2019-04-26,PHX_ALL,99,53,46,65,34,19,2,60.53225159015123,7.769911174037663,61,38,0
2019-04-27,PHX_ALL,107,60,47,70,37,17,2,58.69649896995226,8.9560074197185,67,40,1
2019-04-28,PHX_ALL,94,50,44,65,29,16,1,69.96894775436748,6.841215162152611,52,42,1
2019-04-29,PHX_ALL,109,63,46,77,32,22,3,66.8722976812246,7.492942483526337,67,42,0
2019-04-30,PHX_ALL,105,56,49,65,40,20,3,62.58343482375463,7.695462041358296,62,43,0
2019-05-01,PHX_ALL,105,60,45,64,41,19,3,66.83516736923421,6.570389028910599,59,46,0
2019-05-02,PHX_ALL,85,47,38,64,21,15,2,81.59335313556471,7.426931943800248,50,35,0
2019-05-03,PHX_ALL,113,69,44,72,41,21,3,78.12802279825236,6.041069587046152,64,49,0
2019-05-04,PHX_ALL,91,50,41,55,36,14,2,71.60058934550273,8.36695453442821,54,37,1
2019-05-05,PHX_ALL,115,53,62,72,43,18,3,72.98437055193891,7.846637366565966,68,47,1
2019-05-06,PHX_ALL,122,75,47,74,48,26,4,72.93188218061717,7.419107096096236,76,46,0
2019-05-07,PHX_ALL,84,42,42,55,29,13,1,41.03134169335667,6.345626387704878,53,31,0
2019-05-08,PHX_ALL,89,46,43,64,25,18,3,56.268157228294946,7.045420970380813,54,35,0
2019-05-09,PHX_ALL,97,50,47,63,34,21,3,60.255404694380196,8.128259710772413,54,43,0
2019-05-10,PHX_ALL,90,56,34,60,30,15,2,47.00086348761974,7.84773897873756,58,32,0
2019-05-11,PHX_ALL,89,39,50,62,27,16,2,52.44067367827653,6.57446205272154,55,34,1
2019-05-12,PHX_ALL,109,77,32,74,35,21,2,51.853308232618915,6.833960327372365,60,49,1
2019-05-13,PHX_ALL,83,50,33,61,22,18,1,59.59340931442102,7.816898706319647,52,31,0
2019-05-14,PHX_ALL,101,57,44,74,27,22,2,71.85012776679052,6.79765259538497,58,43,0
2019-05-15,PHX_ALL,85,47,38,51,34,17,2,69.35419614899463,7.259909774079504,52,33,0
2019-05-16,PHX_ALL,114,64,50,82,32,18,2,72.51827569663392,7.9037546425242775,68,46,0
2019-05-17,PHX_ALL,86,50,36,58,28,17,2,53.09282927041144,7.532062131726738,51,35,0
2019-05-18,PHX_ALL,104,61,43,78,26,19,3,50.74347873184033,8.438270430181872,66,38,1
2019-05-19,PHX_ALL,118,68,50,79,39,22,2,56.34505040478799,6.597037063132676,70,48,1
2019-05-20,PHX_ALL,81,45,36,61,20,12,1,49.14813938196401,5.208840674739513,45,36,0
2019-05-21,PHX_ALL,98,53,45,70,28,16,1,57.28912241571461,6.892552718771649,63,35,0
2019-05-22,PHX_ALL,111,60,51,71,40,23,2,67.02201201606731,9.521528407832186,71,40,0
2019-05-23,PHX_ALL,76,41,35,52,24,14,2,49.68668625498425,9.042174100087378,47,29,0
2019-05-24,PHX_ALL,98,59,39,73,25,17,2,67.11180714934609,9.291177135565887,58,40,0
2019-05-25,PHX_ALL,111,64,47,81,30,20,3,66.44181197760422,7.527018632239311,62,49,1
2019-05-26,PHX_ALL,117,47,70,72,45,25,2,70.1843656939282,6.057884918015171,74,43,1
2019-05-27,PHX_ALL,81,47,34,57,24,16,2,68.42200442136964,4.776960898348159,45,36,0
2019-05-28,PHX_ALL,80,45,35,52,28,14,1,49.55814612639704,6.485961838450589,45,35,0
2019-05-29,PHX_ALL,102,56,46,61,41,16,2,68.94963662633894,7.34192636985064,62,40,0
2019-05-30,PHX_ALL,99,53,46,65,34,17,1,64.58821417219141,8.780625401055959,56,43,0
2019-05-31,PHX_ALL,99,60,39,63,36,21,2,62.03210975224244,8.347805459542446,55,44,0
2019-06-01,PHX_ALL,112,67,45,81,31,21,2,75.68205056692767,7.967405078991621,66,46,1
2019-06-02,PHX_ALL,100,51,49,65,35,19,2,72.03211323645606,6.610155229058858,56,44,1
2019-06-03,PHX_ALL,99,56,43,72,27,19,3,57.12807363209258,6.5192204417551105,56,43,0
2019-06-04,PHX_ALL,99,50,49,59,40,17,2,63.24271532913661,7.734127687071436,55,44,0
2019-06-05,PHX_ALL,87,42,45,56,31,18,2,63.34969346067252,7.937050978839727,50,37,0
2019-06-06,PHX_ALL,118,61,57,75,43,22,2,68.21594601581933,8.251881262245584,73,45,0
2019-06-07,PHX_ALL,102,60,42,65,37,16,2,70.28017065830238,6.505402040393346,64,38,0
2019-06-08,PHX_ALL,94,56,38,57,37,15,1,65.4495361432822,8.030667628792086,56,38,1
2019-06-09,PHX_ALL,116,67,49,73,43,22,3,84.4604899228481,8.245910967101413,70,46,1
2019-06-10,PHX_ALL,84,49,35,57,27,18,3,47.9577669125617,6.109333593809821,46,38,0
2019-06-11,PHX_ALL,105,60,45,68,37,18,2,65.52051208202082,6.815679029699744,58,47,0
2019-06-12,PHX_ALL,110,57,53,73,37,23,3,60.73197990790247,8.388495974561566,63,47,0
2019-06-13,PHX_ALL,86,49,37,56,30,17,1,65.63285964351235,6.985492464854109,52,34,0
2019-06-14,PHX_ALL,107,63,44,78,29,18,2,54.162624879635636,9.229147301636457,67,40,0
2019-06-15,PHX_ALL,113,66,47,83,30,17,2,71.6705016817991,8.261129276064576,69,44,1
2019-06-16,PHX_ALL,118,72,46,80,38,19,2,65.35961254921328,7.37336881181073,70,48,1
2019-06-17,PHX_ALL,119,70,49,77,42,24,2,64.82670507103188,7.869794399609067,67,52,0
2019-06-18,PHX_ALL,93,53,40,57,36,15,2,51.3280143716745,7.423383392637718,58,35,0
2019-06-19,PHX_ALL,87,53,34,65,22,15,2,57.379392430391945,6.51160968675829,51,36,0
2019-06-20,PHX_ALL,85,47,38,52,33,16,1,69.17600424232741,6.2874118018223735,53,32,0
2019-06-21,PHX_ALL,86,44,42,55,31,17,2,60.59849053176416,7.921389893809499,52,34,0
2019-06-22,PHX_ALL,107,58,49,69,38,17,2,72.12144334299579,8.485273297042097,67,40,1
2019-06-23,PHX_ALL,112,57,55,73,39,20,3,81.91713457573019,8.343781469552958,72,40,1
2019-06-24,PHX_ALL,99,51,48,62,37,18,2,66.81004467858061,8.995318094323803,64,35,0
2019-06-25,PHX_ALL,106,58,48,76,30,20,3,62.32960342350127,7.078226763988399,64,42,0
2019-06-26,PHX_ALL,96,49,47,59,37,20,3,67.53801772146231,9.09427076607113,58,38,0
2019-06-27,PHX_ALL,113,60,53,79,34,18,2,64.54563082948567,6.859078881445847,65,48,0
2019-06-28,PHX_ALL,93,42,51,58,35,19,2,58.86461853362265,6.347314436631508,60,33,0
2019-06-29,PHX_ALL,141,79,62,86,55,28,3,65.14085760304812,6.56004111785075,84,57,1
2019-06-30,PHX_ALL,115,63,52,85,30,22,3,76.91005992867514,7.354204686173183,65,50,1
2019-07-01,PHX_ALL,86,44,42,54,32,17,2,57.71197939480448,6.716277663170546,51,35,0
2019-07-02,PHX_ALL,83,48,35,60,23,15,2,61.35678596652689,7.685937280254651,47,36,0
2019-07-03,PHX_ALL,102,61,41,70,32,16,2,57.31230457114688,7.783890941620451,61,41,0
2019-07-04,PHX_ALL,93,44,49,57,36,18,3,66.38758103772378,6.167026628980864,56,37,0
2019-07-05,PHX_ALL,105,54,51,78,27,20,2,60.40447009491933,7.207273761574182,61,44,0
2019-07-06,PHX_ALL,114,58,56,73,41,22,3,68.06633022638539,7.408537978912315,64,50,1
2019-07-07,PHX_ALL,107,54,53,78,29,19,3,74.122608249913,5.864017753038108,69,38,1
2019-07-08,PHX_ALL,86,51,35,54,32,18,2,67.12607449786023,6.23905327298663,54,32,0
2019-07-09,PHX_ALL,78,42,36,57,21,15,2,58.22375941986447,6.289186369385911,49,29,0
2019-07-10,PHX_ALL,91,49,42,55,36,14,2,48.15495173834625,8.753625019820946,53,38,0
2019-07-11,PHX_ALL,106,48,58,72,34,19,2,90.74248456048512,7.811450715957353,66,40,0
2019-07-12,PHX_ALL,99,58,41,71,28,20,2,78.6668717621851,8.1421687539475,59,40,0
2019-07-13,PHX_ALL,93,45,48,69,24,19,2,68.68139859910639,5.861364502850789,53,40,1
2019-07-14,PHX_ALL,110,61,49,81,29,20,2,61.974369747272235,8.894214483013991,62,48,1
2019-07-15,PHX_ALL,101,57,44,73,28,21,2,64.39126270638428,8.821102063024092,59,42,0
2019-07-16,PHX_ALL,85,53,32,62,23,14,1,56.152636561787865,5.201655032855374,48,37,0
2019-07-17,PHX_ALL,98,47,51,62,36,18,2,74.51084751277111,6.754683276084152,64,34,0
2019-07-18,PHX_ALL,97,39,58,62,35,21,2,66.20002312681467,7.93576557301551,54,43,0
2019-07-19,PHX_ALL,82,46,36,53,29,17,2,53.326689133121334,7.784388453538183,49,33,0
2019-07-20,PHX_ALL,112,72,40,74,38,22,3,64.83395920700174,7.061505269512779,67,45,1
2019-07-21,PHX_ALL,115,70,45,76,39,24,3,78.46950514055924,7.494500536946348,67,48,1
2019-07-22,PHX_ALL,109,61,48,74,35,17,1,80.50078277456382,7.082618938954857,66,43,0
2019-07-23,PHX_ALL,109,57,52,68,41,23,3,79.92665250788995,7.790418046946119,62,47,0
2019-07-24,PHX_ALL,80,47,33,56,24,14,2,65.05625652043182,8.297178531461913,50,30,0
2019-07-25,PHX_ALL,85,43,42,53,32,14,2,58.479001049578905,6.428957842858796,50,35,0
2019-07-26,PHX_ALL,102,59,43,66,36,17,1,39.667889397367034,8.540820497768415,62,40,0
2019-07-27,PHX_ALL,114,66,48,77,37,20,2,71.57728019046576,6.998327927653112,71,43,1
2019-07-28,PHX_ALL,114,69,45,82,32,19,3,69.18536992924719,6.932372787503116,73,41,1
2019-07-29,PHX_ALL,142,98,44,101,41,24,3,78.71985677057083,9.158594618343214,90,52,0
2019-07-30,PHX_ALL,103,59,44,72,31,16,2,66.33117877626566,8.481936378007617,63,40,0
2019-07-31,PHX_ALL,110,58,52,69,41,19,3,57.389902704406744,8.551409936762655,65,45,0
2019-08-01,PHX_ALL,108,59,49,74,34,21,2,71.8592684548095,6.344202591781859,65,43,0
2019-08-02,PHX_ALL,104,48,56,64,40,19,2,71.25773051225481,7.114049021927949,65,39,0
2019-08-03,PHX_ALL,104,54,50,68,36,18,2,71.65871025647728,8.402988592003322,66,38,1
2019-08-04,PHX_ALL,117,62,55,77,40,24,2,77.67261602858709,7.881541840563894,66,51,1
2019-08-05,PHX_ALL,87,46,41,53,34,18,2,65.93241315937298,6.166307153802536,51,36,0
2019-08-06,PHX_ALL,93,52,41,60,33,19,2,59.61976470768871,7.818317939125442,58,35,0
2019-08-07,PHX_ALL,90,46,44,67,23,16,2,61.43330521667128,6.585192741008529,53,37,0
2019-08-08,PHX_ALL,97,59,38,72,25,20,3,64.82899893802701,9.234524848392212,57,40,0
2019-08-09,PHX_ALL,124,68,56,81,43,20,2,73.06159559285294,9.524841462418259,73,51,0
2019-08-10,PHX_ALL,86,47,39,52,34,14,2,68.78574124777384,7.824097426355567,52,34,1
2019-08-11,PHX_ALL,116,62,54,73,43,20,3,74.94935002417992,9.181006704769773,75,41,1
2019-08-12,PHX_ALL,77,43,34,51,26,16,2,74.71874751655962,7.1047913501233815,46,31,0
2019-08-13,PHX_ALL,91,54,37,68,23,15,1,79.95175183907737,8.085437494375016,52,39,0
2019-08-14,PHX_ALL,109,55,54,68,41,17,2,68.33719666091139,9.157720295302074,62,47,0
2019-08-15,PHX_ALL,97,50,47,69,28,15,2,33.40675561232504,7.6854986817943125,54,43,0
2019-08-16,PHX_ALL,83,44,39,51,32,17,2,69.79465972901814,6.904812828485716,50,33,0
2019-08-17,PHX_ALL,100,48,52,75,25,19,2,60.67698928810356,5.795378041822884,60,40,1
2019-08-18,PHX_ALL,116,59,57,76,40,19,3,63.38812862535194,7.736866474278506,66,50,1
2019-08-19,PHX_ALL,87,46,41,62,25,16,1,57.91243780008506,8.063423184562312,54,33,0
2019-08-20,PHX_ALL,99,59,40,64,35,19,2,61.12685562548315,8.42563342756763,62,37,0
2019-08-21,PHX_ALL,97,55,42,67,30,19,2,68.99815848084313,7.94436506571841,56,41,0
2019-08-22,PHX_ALL,88,49,39,55,33,15,2,48.924513766990195,6.71870090503776,51,37,0
2019-08-23,PHX_ALL,122,72,50,76,46,26,4,62.97823403366718,5.963178431052409,79,43,0
2019-08-24,PHX_ALL,116,63,53,86,30,20,2,72.54526843357932,7.324784901995265,68,48,1
2019-08-25,PHX_ALL,84,48,36,62,22,17,2,65.18355224330647,6.875655128946049,53,31,1
2019-08-26,PHX_ALL,99,54,45,73,26,15,2,69.8323331594881,7.167071032809987,59,40,0
2019-08-27,PHX_ALL,88,50,38,61,27,15,2,55.103709768533605,7.878556356977924,55,33,0
2019-08-28,PHX_ALL,107,56,51,77,30,19,2,59.27387480587007,9.62567641101484,67,40,0
2019-08-29,PHX_ALL,87,37,50,53,34,16,2,57.04692132969664,7.363529201841093,54,33,0
2019-08-30,PHX_ALL,95,52,43,62,33,15,1,65.4189820182778,7.183268210843539,60,35,0
2019-08-31,PHX_ALL,114,71,43,74,40,23,3,81.08381895418039,7.520778186995908,73,41,1
2019-09-01,PHX_ALL,119,71,48,83,36,20,3,54.320502513833986,8.004384766907714,72,47,1
2019-09-02,PHX_ALL,82,49,33,54,28,16,2,57.83416994433306,6.311706239651602,47,35,0
2019-09-03,PHX_ALL,92,56,36,57,35,19,3,51.938572471798366,7.460198558746055,54,38,0
2019-09-04,PHX_ALL,91,50,41,63,28,17,2,49.08205858117208,7.7708123363318,57,34,0
2019-09-05,PHX_ALL,89,50,39,64,25,18,2,69.43565316275854,7.489686063574489,55,34,0
2019-09-06,PHX_ALL,118,61,57,78,40,23,2,74.75699659599472,8.317541934004781,67,51,0
2019-09-07,PHX_ALL,113,60,53,70,43,20,2,72.4954681275781,8.193747609348534,63,50,1
2019-09-08,PHX_ALL,93,54,39,59,34,19,2,70.26820671784795,5.588103317753557,58,35,1
2019-09-09,PHX_ALL,107,65,42,68,39,18,1,63.262248825870905,8.276870158395404,62,45,0
2019-09-10,PHX_ALL,122,66,56,79,43,23,3,68.13889986933177,7.268985154337546,73,49,0
2019-09-11,PHX_ALL,109,57,52,76,33,22,3,85.18584493378059,6.584160836996042,68,41,0
2019-09-12,PHX_ALL,78,43,35,54,24,14,2,56.427431565923406,5.955548172145004,47,31,0
2019-09-13,PHX_ALL,91,53,38,64,27,16,2,68.18105690443272,7.75354161047253,51,40,0
2019-09-14,PHX_ALL,124,59,65,81,43,23,3,72.2510523277065,7.757425072775147,71,53,1
2019-09-15,PHX_ALL,100,44,56,72,28,21,2,50.21393175937268,5.818031216014589,57,43,1
2019-09-16,PHX_ALL,102,53,49,64,38,22,3,49.24296796958985,8.018037815192283,59,43,0
2019-09-17,PHX_ALL,106,52,54,71,35,20,3,62.16812624048076,6.180391869201173,64,42,0
2019-09-18,PHX_ALL,85,45,40,61,24,17,2,68.94881001335992,7.339821358518211,51,34,0
2019-09-19,PHX_ALL,96,52,44,60,36,20,2,70.10633325308802,7.6584989256730545,55,41,0
2019-09-20,PHX_ALL,58,31,27,36,22,9,1,59.712617313792265,7.545577081695045,32,26,0
2019-09-21,PHX_ALL,96,60,36,70,26,16,2,55.90363056850948,9.201684786466851,54,42,1
2019-09-22,PHX_ALL,105,59,46,68,37,21,2,79.42697992097851,6.235323674099458,68,37,1
2019-09-23,PHX_ALL,81,46,35,57,24,17,2,51.580853598508924,7.06752614393695,48,33,0
2019-09-24,PHX_ALL,116,67,49,70,46,24,3,71.50259518935975,7.543664704955783,74,42,0
2019-09-25,PHX_ALL,79,39,40,56,23,14,2,58.617181680738106,7.5137496859609625,50,29,0
2019-09-26,PHX_ALL,91,55,36,59,32,14,2,60.909009437483306,7.5356687709336185,55,36,0
2019-09-27,PHX_ALL,98,54,44,60,38,18,2,75.10873710636486,7.1074537572633805,61,37,0
